image_uri,template_uri,label,request_id,job_id,area_id,area_index,local_id,kind,worker_verdict,fill_ratio,delta_fill_ratio,baseline_fill_ratio
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-4ca5d5afe60e_5__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-4ca5d5afe60e_5__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-4ca5d5afe60e,25,5,problem,not-filled,0.31259720062208396,0.038880248833592534,0.2737169517884914
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-53490046ee86_1__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-53490046ee86_1__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-53490046ee86,26,1,problem,not-filled,0.15482954545454544,0.004261363636363619,0.15056818181818182
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-53490046ee86_2__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-53490046ee86_2__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-53490046ee86,26,2,problem,not-filled,0.26988636363636365,0.02982954545454547,0.24005681818181818
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-53490046ee86_3__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-53490046ee86_3__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-53490046ee86,26,3,problem,not-filled,0.265625,0.04829545454545456,0.21732954545454544
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-53490046ee86_4__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-53490046ee86_4__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-53490046ee86,26,4,problem,not-filled,0.2997159090909091,0.05681818181818185,0.24289772727272727
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-53490046ee86_5__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-53490046ee86_5__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-53490046ee86,26,5,problem,not-filled,0.28267045454545453,0.03267045454545453,0.25
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-542abfe84b7e_1__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-542abfe84b7e_1__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-542abfe84b7e,27,1,problem,not-filled,0.15056818181818182,0.0028409090909090884,0.14772727272727273
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-542abfe84b7e_2__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-542abfe84b7e_2__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-542abfe84b7e,27,2,problem,not-filled,0.265625,0.012784090909090884,0.2528409090909091
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-542abfe84b7e_3__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-542abfe84b7e_3__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-542abfe84b7e,27,3,problem,not-filled,0.2755681818181818,0.04971590909090909,0.22585227272727273
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-542abfe84b7e_4__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-542abfe84b7e_4__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-542abfe84b7e,27,4,problem,not-filled,0.29545454545454547,0.04829545454545456,0.2471590909090909
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-542abfe84b7e_5__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-542abfe84b7e_5__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-542abfe84b7e,27,5,problem,not-filled,0.296875,0.04119318181818182,0.2556818181818182
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-59647fe0f462_1__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-59647fe0f462_1__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-59647fe0f462,28,1,problem,not-filled,0.15625,0.0,0.15625
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-59647fe0f462_2__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-59647fe0f462_2__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-59647fe0f462,28,2,problem,not-filled,0.26988636363636365,0.053977272727272735,0.2159090909090909
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-59647fe0f462_3__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-59647fe0f462_3__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-59647fe0f462,28,3,problem,not-filled,0.2713068181818182,0.06676136363636362,0.20454545454545456
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-59647fe0f462_4__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-59647fe0f462_4__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-59647fe0f462,28,4,problem,not-filled,0.296875,0.08664772727272727,0.21022727272727273
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-59647fe0f462_5__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-59647fe0f462_5__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-59647fe0f462,28,5,problem,not-filled,0.2911931818181818,0.04545454545454547,0.24573863636363635
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-5fc88291434e_1__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-5fc88291434e_1__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-5fc88291434e,29,1,problem,not-filled,0.16193181818181818,0.012784090909090912,0.14914772727272727
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-5fc88291434e_2__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-5fc88291434e_2__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-5fc88291434e,29,2,problem,not-filled,0.2528409090909091,0.05397727272727276,0.19886363636363635
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-5fc88291434e_3__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-5fc88291434e_3__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-5fc88291434e,29,3,problem,not-filled,0.27698863636363635,0.06107954545454544,0.2159090909090909
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-5fc88291434e_4__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-5fc88291434e_4__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-5fc88291434e,29,4,problem,not-filled,0.28551136363636365,0.08096590909090909,0.20454545454545456
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-5fc88291434e_5__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-5fc88291434e_5__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-5fc88291434e,29,5,problem,not-filled,0.28125,0.07528409090909091,0.2059659090909091
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6213118fe72b_1__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6213118fe72b_1__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-6213118fe72b,30,1,problem,not-filled,0.16951788491446346,0.0,0.16951788491446346
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6213118fe72b_2__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6213118fe72b_2__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-6213118fe72b,30,2,problem,not-filled,0.28771384136858474,0.07776049766718504,0.2099533437013997
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6213118fe72b_3__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6213118fe72b_3__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-6213118fe72b,30,3,problem,not-filled,0.2939346811819596,0.038880248833592534,0.25505443234836706
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6213118fe72b_4__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6213118fe72b_4__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-6213118fe72b,30,4,problem,not-filled,0.3297045101088647,0.08553654743390357,0.24416796267496113
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6213118fe72b_5__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6213118fe72b_5__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-6213118fe72b,30,5,problem,not-filled,0.30793157076205285,0.037325038880248795,0.27060653188180406
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6769ea16494c_1__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6769ea16494c_1__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-6769ea16494c,31,1,problem,not-filled,0.16193181818181818,0.008522727272727265,0.1534090909090909
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6769ea16494c_2__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6769ea16494c_2__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-6769ea16494c,31,2,problem,not-filled,0.2599431818181818,0.039772727272727265,0.22017045454545456
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6769ea16494c_3__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6769ea16494c_3__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-6769ea16494c,31,3,problem,not-filled,0.2784090909090909,0.07528409090909088,0.203125
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6769ea16494c_4__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6769ea16494c_4__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-6769ea16494c,31,4,problem,not-filled,0.2869318181818182,0.078125,0.20880681818181818
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6769ea16494c_5__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6769ea16494c_5__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-6769ea16494c,31,5,problem,not-filled,0.28551136363636365,0.03977272727272729,0.24573863636363635
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6938c02de268_1__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6938c02de268_1__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-6938c02de268,32,1,problem,not-filled,0.15482954545454544,0.0,0.15482954545454544
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6938c02de268_2__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6938c02de268_2__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-6938c02de268,32,2,problem,not-filled,0.26420454545454547,0.07244318181818182,0.19176136363636365
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6938c02de268_3__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6938c02de268_3__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-6938c02de268,32,3,problem,not-filled,0.27698863636363635,0.058238636363636354,0.21875
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6938c02de268_4__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6938c02de268_4__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-6938c02de268,32,4,problem,not-filled,0.26420454545454547,0.051136363636363646,0.21306818181818182
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6938c02de268_5__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6938c02de268_5__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-6938c02de268,32,5,problem,not-filled,0.2741477272727273,0.02982954545454547,0.24431818181818182
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6fc4cc74190f_1__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6fc4cc74190f_1__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-6fc4cc74190f,33,1,problem,not-filled,0.15482954545454544,0.0014204545454545303,0.1534090909090909
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6fc4cc74190f_2__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6fc4cc74190f_2__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-6fc4cc74190f,33,2,problem,not-filled,0.2684659090909091,0.02698863636363638,0.24147727272727273
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6fc4cc74190f_3__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b27-3b0c-7556-a74e-779117ca0c57/019e1fbb-581e-7dad-96a5-19069e766760/bubbles/problem/019c1184-aebc-767d-b9d3-6fc4cc74190f_3__template.png,not-filled,019e0b27-3b0c-7556-a74e-779117ca0c57,019e1fbb-581e-7dad-96a5-19069e766760,019c1184-aebc-767d-b9d3-6fc4cc74190f,33,3,problem,not-filled,0.2684659090909091,0.05397727272727276,0.21448863636363635
